v8-version,7,0,276,38,-node.11,0
code-creation,Builtin,3,4643,0xa059bf2c960,15,FunctionPrototypeBind
code-creation,Builtin,3,4651,0xa059bf2c9c0,47,FunctionPrototypeCall
code-creation,Builtin,3,4658,0xa059bf2ca40,425,FunctionPrototypeHasInstance
code-creation,Builtin,3,4668,0xa059bf2cc40,15,FunctionPrototypeToString
code-creation,Builtin,3,4675,0xa059bf2cca0,227,CreateIterResultObject
code-creation,Builtin,3,4684,0xa059bf2cde0,840,CreateGeneratorObject
code-creation,Builtin,3,4691,0xa059bf2d180,15,GeneratorFunctionConstructor
code-creation,Builtin,3,4700,0xa059bf2d1e0,15,AsyncFunctionConstructor
code-creation,Builtin,3,4707,0xa059bf2d240,15,GlobalDecodeURI
code-creation,Builtin,3,4717,0xa059bf2d2a0,15,GlobalDecodeURIComponent
code-creation,Builtin,3,4723,0xa059bf2d300,15,GlobalEncodeURI
code-creation,Builtin,3,4729,0xa059bf2d360,15,GlobalEncodeURIComponent
code-creation,Builtin,3,4738,0xa059bf2d3c0,15,GlobalEscape
code-creation,Builtin,3,4744,0xa059bf2d420,15,GlobalUnescape
code-creation,Builtin,3,4750,0xa059bf2d480,15,GlobalEval
code-creation,Builtin,3,4759,0xa059bf2d4e0,15,JsonParse
code-creation,Builtin,3,4765,0xa059bf2d540,15,JsonStringify
code-creation,Builtin,3,4772,0xa059bf2d5a0,3279,LoadIC
code-creation,Builtin,3,4781,0xa059bf2e2c0,3143,LoadIC_Noninlined
code-creation,Builtin,3,4788,0xa059bf2ef60,32,LoadICTrampoline
code-creation,Builtin,3,4804,0xa059bf2efc0,6104,KeyedLoadIC
code-creation,Builtin,3,4812,0xa059bf307e0,32,KeyedLoadICTrampoline
code-creation,Builtin,3,4821,0xa059bf30840,5976,StoreGlobalIC
code-creation,Builtin,3,4830,0xa059bf31fe0,32,StoreGlobalICTrampoline
code-creation,Builtin,3,4839,0xa059bf32040,7044,StoreIC
code-creation,Builtin,3,4847,0xa059bf33c20,32,StoreICTrampoline
code-creation,Builtin,3,4859,0xa059bf33c80,7520,KeyedStoreIC
code-creation,Builtin,3,4867,0xa059bf35a20,32,KeyedStoreICTrampoline
code-creation,Builtin,3,4874,0xa059bf35a80,624,StoreInArrayLiteralIC
code-creation,Builtin,3,4885,0xa059bf35d40,2215,LoadGlobalIC
code-creation,Builtin,3,4892,0xa059bf36640,2203,LoadGlobalICInsideTypeof
code-creation,Builtin,3,4901,0xa059bf36f20,32,LoadGlobalICTrampoline
code-creation,Builtin,3,4907,0xa059bf36f80,32,LoadGlobalICInsideTypeofTrampoline
code-creation,Builtin,3,4918,0xa059bf36fe0,2120,CloneObjectIC
code-creation,Builtin,3,4925,0xa059bf37880,1056,FindOrderedHashMapEntry
code-creation,Builtin,3,4934,0xa059bf37ce0,15,MapPrototypeClear
code-creation,Builtin,3,4941,0xa059bf37d40,15,MathHypot
code-creation,Builtin,3,4951,0xa059bf37da0,111,AllocateHeapNumber
code-creation,Builtin,3,4957,0xa059bf37e60,315,ParseInt
code-creation,Builtin,3,4963,0xa059bf37fe0,15,NumberPrototypeToExponential
code-creation,Builtin,3,4972,0xa059bf38040,15,NumberPrototypeToFixed
code-creation,Builtin,3,4979,0xa059bf380a0,15,NumberPrototypeToLocaleString
code-creation,Builtin,3,4989,0xa059bf38100,15,NumberPrototypeToPrecision
code-creation,Builtin,3,4996,0xa059bf38160,15,NumberPrototypeToString
code-creation,Builtin,3,5007,0xa059bf381c0,1197,Add
code-creation,Builtin,3,5013,0xa059bf386c0,603,Subtract
code-creation,Builtin,3,5023,0xa059bf38960,742,Multiply
